"aar_maaned";"stasjon";"felt";"klasse";"trafikkvolum";"trafikkvolum_alle";"trafikkvolum_andel"
2017-01-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";263289;298799;88,12
2017-01-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";23678;298799;7,92
2017-01-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";11832;298799;3,96
2017-01-01;"Bratsbergveien";"BRATS";"Liten_bil";192293;208616;92,18
2017-01-01;"Bratsbergveien";"BRATS";"Stor_bil";12707;208616;6,09
2017-01-01;"Bratsbergveien";"BRATS";"Ukjent";3616;208616;1,73
2017-01-01;"Byåsveien";"BYÅSV";"Liten_bil";298660;314235;95,04
2017-01-01;"Byåsveien";"BYÅSV";"Stor_bil";12891;314235;4,1
2017-01-01;"Byåsveien";"BYÅSV";"Ukjent";2684;314235;0,85
2017-01-01;"Bøckmans veg";"BØCKM";"Liten_bil";163453;168232;97,16
2017-01-01;"Bøckmans veg";"BØCKM";"Stor_bil";3148;168232;1,87
2017-01-01;"Bøckmans veg";"BØCKM";"Ukjent";1631;168232;0,97
2017-01-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";208369;247515;84,18
2017-01-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";33959;247515;13,72
2017-01-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";5187;247515;2,1
2017-01-01;"Gamle Oslovei";"GAMLE";"Liten_bil";113866;121252;93,91
2017-01-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4963;121252;4,09
2017-01-01;"Gamle Oslovei";"GAMLE";"Ukjent";2423;121252;2
2017-01-01;"Haakon VII s gt ";"H-VII";"Liten_bil";332706;348384;95,5
2017-01-01;"Haakon VII s gt ";"H-VII";"Stor_bil";10970;348384;3,15
2017-01-01;"Haakon VII s gt ";"H-VII";"Ukjent";4708;348384;1,35
2017-01-01;"Klett - E6";"KLETT-E6";"Liten_bil";544925;630008;86,49
2017-01-01;"Klett - E6";"KLETT-E6";"Stor_bil";66706;630008;10,59
2017-01-01;"Klett - E6";"KLETT-E6";"Ukjent";18377;630008;2,92
2017-01-01;"Klett - Rv.707";"KLETT";"Liten_bil";177515;203487;87,24
2017-01-01;"Klett - Rv.707";"KLETT";"Stor_bil";10733;203487;5,27
2017-01-01;"Klett - Rv.707";"KLETT";"Ukjent";15239;203487;7,49
2017-01-01;"Kroppan bru";"KROP-";"Liten_bil";436761;476399;91,68
2017-01-01;"Kroppan bru";"KROP-";"Stor_bil";36171;476399;7,59
2017-01-01;"Kroppan bru";"KROP-";"Ukjent";3467;476399;0,73
2017-01-01;"Landbruksvegen";"LANDB";"Liten_bil";144898;151862;95,41
2017-01-01;"Landbruksvegen";"LANDB";"Stor_bil";4385;151862;2,89
2017-01-01;"Landbruksvegen";"LANDB";"Ukjent";2579;151862;1,7
2017-01-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";60503;68092;88,85
2017-01-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";4650;68092;6,83
2017-01-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";2939;68092;4,32
2017-01-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";319382;343186;93,06
2017-01-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";9800;343186;2,86
2017-01-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";14004;343186;4,08
2017-01-01;"Ranheim";"RANH-";"Liten_bil";477029;529743;90,05
2017-01-01;"Ranheim";"RANH-";"Stor_bil";49816;529743;9,4
2017-01-01;"Ranheim";"RANH-";"Ukjent";2898;529743;0,55
2017-01-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";665501;718196;92,66
2017-01-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";44078;718196;6,14
2017-01-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";8617;718196;1,2
2017-01-01;"Tempeveien";"TEMPE";"Liten_bil";103771;116113;89,37
2017-01-01;"Tempeveien";"TEMPE";"Stor_bil";9217;116113;7,94
2017-01-01;"Tempeveien";"TEMPE";"Ukjent";3125;116113;2,69
2017-01-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";401222;421253;95,24
2017-01-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";15771;421253;3,74
2017-01-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";4260;421253;1,01
2017-01-01;"Tillerbrua";"TILLB";"Liten_bil";19882;22920;86,75
2017-01-01;"Tillerbrua";"TILLB";"Stor_bil";1977;22920;8,63
2017-01-01;"Tillerbrua";"TILLB";"Ukjent";1061;22920;4,63
2017-01-01;"Tungasletta";"TUNGA";"Liten_bil";235312;249475;94,32
2017-01-01;"Tungasletta";"TUNGA";"Stor_bil";10251;249475;4,11
2017-01-01;"Tungasletta";"TUNGA";"Ukjent";3912;249475;1,57
2017-01-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";254706;276173;92,23
2017-01-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";10744;276173;3,89
2017-01-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";10723;276173;3,88
2017-02-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";243908;271469;89,85
2017-02-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";21526;271469;7,93
2017-02-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";6035;271469;2,22
2017-02-01;"Bratsbergveien";"BRATS";"Liten_bil";178452;192758;92,58
2017-02-01;"Bratsbergveien";"BRATS";"Stor_bil";11877;192758;6,16
2017-02-01;"Bratsbergveien";"BRATS";"Ukjent";2429;192758;1,26
2017-02-01;"Byåsveien";"BYÅSV";"Liten_bil";271339;284696;95,31
2017-02-01;"Byåsveien";"BYÅSV";"Stor_bil";11497;284696;4,04
2017-02-01;"Byåsveien";"BYÅSV";"Ukjent";1860;284696;0,65
2017-02-01;"Bøckmans veg";"BØCKM";"Liten_bil";146983;150803;97,47
2017-02-01;"Bøckmans veg";"BØCKM";"Stor_bil";2738;150803;1,82
2017-02-01;"Bøckmans veg";"BØCKM";"Ukjent";1082;150803;0,72
2017-02-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";196454;231788;84,76
2017-02-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";32162;231788;13,88
2017-02-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";3172;231788;1,37
2017-02-01;"Gamle Oslovei";"GAMLE";"Liten_bil";105907;111751;94,77
2017-02-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4653;111751;4,16
2017-02-01;"Gamle Oslovei";"GAMLE";"Ukjent";1191;111751;1,07
2017-02-01;"Haakon VII s gt ";"H-VII";"Liten_bil";305721;320741;95,32
2017-02-01;"Haakon VII s gt ";"H-VII";"Stor_bil";10408;320741;3,24
2017-02-01;"Haakon VII s gt ";"H-VII";"Ukjent";4612;320741;1,44
2017-02-01;"Klett - E6";"KLETT-E6";"Liten_bil";556006;630055;88,25
2017-02-01;"Klett - E6";"KLETT-E6";"Stor_bil";64288;630055;10,2
2017-02-01;"Klett - E6";"KLETT-E6";"Ukjent";9761;630055;1,55
2017-02-01;"Klett - Rv.707";"KLETT";"Liten_bil";151221;168146;89,93
2017-02-01;"Klett - Rv.707";"KLETT";"Stor_bil";7860;168146;4,67
2017-02-01;"Klett - Rv.707";"KLETT";"Ukjent";9065;168146;5,39
2017-02-01;"Kroppan bru";"KROP-";"Liten_bil";414726;450999;91,96
2017-02-01;"Kroppan bru";"KROP-";"Stor_bil";33198;450999;7,36
2017-02-01;"Kroppan bru";"KROP-";"Ukjent";3075;450999;0,68
2017-02-01;"Landbruksvegen";"LANDB";"Liten_bil";135248;140951;95,95
2017-02-01;"Landbruksvegen";"LANDB";"Stor_bil";3853;140951;2,73
2017-02-01;"Landbruksvegen";"LANDB";"Ukjent";1850;140951;1,31
2017-02-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";55991;62140;90,1
2017-02-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";4523;62140;7,28
2017-02-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";1626;62140;2,62
2017-02-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";293535;307782;95,37
2017-02-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";8012;307782;2,6
2017-02-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";6235;307782;2,03
2017-02-01;"Ranheim";"RANH-";"Liten_bil";464796;514963;90,26
2017-02-01;"Ranheim";"RANH-";"Stor_bil";47554;514963;9,23
2017-02-01;"Ranheim";"RANH-";"Ukjent";2613;514963;0,51
2017-02-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";617547;667361;92,54
2017-02-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";41983;667361;6,29
2017-02-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";7831;667361;1,17
2017-02-01;"Tempeveien";"TEMPE";"Liten_bil";96939;107467;90,2
2017-02-01;"Tempeveien";"TEMPE";"Stor_bil";8277;107467;7,7
2017-02-01;"Tempeveien";"TEMPE";"Ukjent";2251;107467;2,09
2017-02-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";368420;385646;95,53
2017-02-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";14593;385646;3,78
2017-02-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";2633;385646;0,68
2017-02-01;"Tillerbrua";"TILLB";"Liten_bil";8993;11302;79,57
2017-02-01;"Tillerbrua";"TILLB";"Stor_bil";1852;11302;16,39
2017-02-01;"Tillerbrua";"TILLB";"Ukjent";457;11302;4,04
2017-02-01;"Tungasletta";"TUNGA";"Liten_bil";214560;227421;94,34
2017-02-01;"Tungasletta";"TUNGA";"Stor_bil";9618;227421;4,23
2017-02-01;"Tungasletta";"TUNGA";"Ukjent";3243;227421;1,43
2017-02-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";230264;252529;91,18
2017-02-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";9486;252529;3,76
2017-02-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";12779;252529;5,06
2017-03-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";288866;320537;90,12
2017-03-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";25700;320537;8,02
2017-03-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";5971;320537;1,86
2017-03-01;"Bratsbergveien";"BRATS";"Liten_bil";210912;227807;92,58
2017-03-01;"Bratsbergveien";"BRATS";"Stor_bil";13607;227807;5,97
2017-03-01;"Bratsbergveien";"BRATS";"Ukjent";3288;227807;1,44
2017-03-01;"Byåsveien";"BYÅSV";"Liten_bil";319757;335526;95,3
2017-03-01;"Byåsveien";"BYÅSV";"Stor_bil";13374;335526;3,99
2017-03-01;"Byåsveien";"BYÅSV";"Ukjent";2395;335526;0,71
2017-03-01;"Bøckmans veg";"BØCKM";"Liten_bil";173129;177995;97,27
2017-03-01;"Bøckmans veg";"BØCKM";"Stor_bil";3576;177995;2,01
2017-03-01;"Bøckmans veg";"BØCKM";"Ukjent";1290;177995;0,72
2017-03-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";231629;274528;84,37
2017-03-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";38573;274528;14,05
2017-03-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";4326;274528;1,58
2017-03-01;"Gamle Oslovei";"GAMLE";"Liten_bil";121876;128878;94,57
2017-03-01;"Gamle Oslovei";"GAMLE";"Stor_bil";5117;128878;3,97
2017-03-01;"Gamle Oslovei";"GAMLE";"Ukjent";1885;128878;1,46
2017-03-01;"Haakon VII s gt ";"H-VII";"Liten_bil";359052;378715;94,81
2017-03-01;"Haakon VII s gt ";"H-VII";"Stor_bil";12613;378715;3,33
2017-03-01;"Haakon VII s gt ";"H-VII";"Ukjent";7050;378715;1,86
2017-03-01;"Klett - E6";"KLETT-E6";"Liten_bil";612944;694655;88,24
2017-03-01;"Klett - E6";"KLETT-E6";"Stor_bil";72278;694655;10,4
2017-03-01;"Klett - E6";"KLETT-E6";"Ukjent";9433;694655;1,36
2017-03-01;"Klett - Rv.707";"KLETT";"Liten_bil";145894;161714;90,22
2017-03-01;"Klett - Rv.707";"KLETT";"Stor_bil";8366;161714;5,17
2017-03-01;"Klett - Rv.707";"KLETT";"Ukjent";7454;161714;4,61
2017-03-01;"Kroppan bru";"KROP-";"Liten_bil";483412;524516;92,16
2017-03-01;"Kroppan bru";"KROP-";"Stor_bil";37897;524516;7,23
2017-03-01;"Kroppan bru";"KROP-";"Ukjent";3207;524516;0,61
2017-03-01;"Landbruksvegen";"LANDB";"Liten_bil";154674;161249;95,92
2017-03-01;"Landbruksvegen";"LANDB";"Stor_bil";3651;161249;2,26
2017-03-01;"Landbruksvegen";"LANDB";"Ukjent";2924;161249;1,81
2017-03-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";66642;73807;90,29
2017-03-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";5313;73807;7,2
2017-03-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";1852;73807;2,51
2017-03-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";346902;362594;95,67
2017-03-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";9570;362594;2,64
2017-03-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";6122;362594;1,69
2017-03-01;"Ranheim";"RANH-";"Liten_bil";524238;581672;90,13
2017-03-01;"Ranheim";"RANH-";"Stor_bil";54483;581672;9,37
2017-03-01;"Ranheim";"RANH-";"Ukjent";2951;581672;0,51
2017-03-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";724093;783729;92,39
2017-03-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";47097;783729;6,01
2017-03-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";12539;783729;1,6
2017-03-01;"Tempeveien";"TEMPE";"Liten_bil";114796;126852;90,5
2017-03-01;"Tempeveien";"TEMPE";"Stor_bil";9410;126852;7,42
2017-03-01;"Tempeveien";"TEMPE";"Ukjent";2646;126852;2,09
2017-03-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";430476;450401;95,58
2017-03-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";16194;450401;3,6
2017-03-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";3731;450401;0,83
2017-03-01;"Tillerbrua";"TILLB";"Liten_bil";9757;12043;81,02
2017-03-01;"Tillerbrua";"TILLB";"Stor_bil";1633;12043;13,56
2017-03-01;"Tillerbrua";"TILLB";"Ukjent";653;12043;5,42
2017-03-01;"Tungasletta";"TUNGA";"Liten_bil";249638;264043;94,54
2017-03-01;"Tungasletta";"TUNGA";"Stor_bil";10547;264043;3,99
2017-03-01;"Tungasletta";"TUNGA";"Ukjent";3858;264043;1,46
2017-03-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";277415;309515;89,63
2017-03-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";12555;309515;4,06
2017-03-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";19545;309515;6,31
2017-04-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";246370;270913;90,94
2017-04-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";19651;270913;7,25
2017-04-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";4892;270913;1,81
2017-04-01;"Bratsbergveien";"BRATS";"Liten_bil";169642;182532;92,94
2017-04-01;"Bratsbergveien";"BRATS";"Stor_bil";10370;182532;5,68
2017-04-01;"Bratsbergveien";"BRATS";"Ukjent";2520;182532;1,38
2017-04-01;"Byåsveien";"BYÅSV";"Liten_bil";267831;280757;95,4
2017-04-01;"Byåsveien";"BYÅSV";"Stor_bil";10527;280757;3,75
2017-04-01;"Byåsveien";"BYÅSV";"Ukjent";2399;280757;0,85
2017-04-01;"Bøckmans veg";"BØCKM";"Liten_bil";142467;145813;97,71
2017-04-01;"Bøckmans veg";"BØCKM";"Stor_bil";2463;145813;1,69
2017-04-01;"Bøckmans veg";"BØCKM";"Ukjent";883;145813;0,61
2017-04-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";191469;223695;85,59
2017-04-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";26296;223695;11,76
2017-04-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";5930;223695;2,65
2017-04-01;"Gamle Oslovei";"GAMLE";"Liten_bil";100260;105775;94,79
2017-04-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4084;105775;3,86
2017-04-01;"Gamle Oslovei";"GAMLE";"Ukjent";1431;105775;1,35
2017-04-01;"Haakon VII s gt ";"H-VII";"Liten_bil";306259;321530;95,25
2017-04-01;"Haakon VII s gt ";"H-VII";"Stor_bil";9632;321530;3
2017-04-01;"Haakon VII s gt ";"H-VII";"Ukjent";5639;321530;1,75
2017-04-01;"Klett - E6";"KLETT-E6";"Liten_bil";604309;667991;90,47
2017-04-01;"Klett - E6";"KLETT-E6";"Stor_bil";55788;667991;8,35
2017-04-01;"Klett - E6";"KLETT-E6";"Ukjent";7894;667991;1,18
2017-04-01;"Klett - Rv.707";"KLETT";"Liten_bil";170037;182152;93,35
2017-04-01;"Klett - Rv.707";"KLETT";"Stor_bil";7794;182152;4,28
2017-04-01;"Klett - Rv.707";"KLETT";"Ukjent";4321;182152;2,37
2017-04-01;"Kroppan bru";"KROP-";"Liten_bil";409190;442059;92,56
2017-04-01;"Kroppan bru";"KROP-";"Stor_bil";29567;442059;6,69
2017-04-01;"Kroppan bru";"KROP-";"Ukjent";3302;442059;0,75
2017-04-01;"Landbruksvegen";"LANDB";"Liten_bil";128085;133359;96,05
2017-04-01;"Landbruksvegen";"LANDB";"Stor_bil";3113;133359;2,33
2017-04-01;"Landbruksvegen";"LANDB";"Ukjent";2161;133359;1,62
2017-04-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";54217;59841;90,6
2017-04-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";4040;59841;6,75
2017-04-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";1584;59841;2,65
2017-04-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";285940;298117;95,92
2017-04-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";7083;298117;2,38
2017-04-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";5094;298117;1,71
2017-04-01;"Ranheim";"RANH-";"Liten_bil";479340;527610;90,85
2017-04-01;"Ranheim";"RANH-";"Stor_bil";44189;527610;8,38
2017-04-01;"Ranheim";"RANH-";"Ukjent";4081;527610;0,77
2017-04-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";609663;656636;92,85
2017-04-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";35612;656636;5,42
2017-04-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";11361;656636;1,73
2017-04-01;"Tempeveien";"TEMPE";"Liten_bil";92706;101720;91,14
2017-04-01;"Tempeveien";"TEMPE";"Stor_bil";7086;101720;6,97
2017-04-01;"Tempeveien";"TEMPE";"Ukjent";1928;101720;1,9
2017-04-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";355997;371619;95,8
2017-04-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";12910;371619;3,47
2017-04-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";2712;371619;0,73
2017-04-01;"Tillerbrua";"TILLB";"Liten_bil";8352;10189;81,97
2017-04-01;"Tillerbrua";"TILLB";"Stor_bil";1249;10189;12,26
2017-04-01;"Tillerbrua";"TILLB";"Ukjent";588;10189;5,77
2017-04-01;"Tungasletta";"TUNGA";"Liten_bil";197523;208581;94,7
2017-04-01;"Tungasletta";"TUNGA";"Stor_bil";8204;208581;3,93
2017-04-01;"Tungasletta";"TUNGA";"Ukjent";2854;208581;1,37
2017-04-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";237770;265039;89,71
2017-04-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";8805;265039;3,32
2017-04-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";18464;265039;6,97
2017-05-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";284336;314671;90,36
2017-05-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";24990;314671;7,94
2017-05-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";5345;314671;1,7
2017-05-01;"Bratsbergveien";"BRATS";"Liten_bil";200121;215754;92,75
2017-05-01;"Bratsbergveien";"BRATS";"Stor_bil";12781;215754;5,92
2017-05-01;"Bratsbergveien";"BRATS";"Ukjent";2852;215754;1,32
2017-05-01;"Byåsveien";"BYÅSV";"Liten_bil";317193;332274;95,46
2017-05-01;"Byåsveien";"BYÅSV";"Stor_bil";12643;332274;3,8
2017-05-01;"Byåsveien";"BYÅSV";"Ukjent";2438;332274;0,73
2017-05-01;"Bøckmans veg";"BØCKM";"Liten_bil";168093;172698;97,33
2017-05-01;"Bøckmans veg";"BØCKM";"Stor_bil";3465;172698;2,01
2017-05-01;"Bøckmans veg";"BØCKM";"Ukjent";1140;172698;0,66
2017-05-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";229633;268958;85,38
2017-05-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";35638;268958;13,25
2017-05-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";3687;268958;1,37
2017-05-01;"Gamle Oslovei";"GAMLE";"Liten_bil";122404;128195;95,48
2017-05-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4678;128195;3,65
2017-05-01;"Gamle Oslovei";"GAMLE";"Ukjent";1113;128195;0,87
2017-05-01;"Haakon VII s gt ";"H-VII";"Liten_bil";360445;377564;95,47
2017-05-01;"Haakon VII s gt ";"H-VII";"Stor_bil";11968;377564;3,17
2017-05-01;"Haakon VII s gt ";"H-VII";"Ukjent";5151;377564;1,36
2017-05-01;"Klett - E6";"KLETT-E6";"Liten_bil";679304;762598;89,08
2017-05-01;"Klett - E6";"KLETT-E6";"Stor_bil";72804;762598;9,55
2017-05-01;"Klett - E6";"KLETT-E6";"Ukjent";10490;762598;1,38
2017-05-01;"Klett - Rv.707";"KLETT";"Liten_bil";204013;220222;92,64
2017-05-01;"Klett - Rv.707";"KLETT";"Stor_bil";9738;220222;4,42
2017-05-01;"Klett - Rv.707";"KLETT";"Ukjent";6471;220222;2,94
2017-05-01;"Kroppan bru";"KROP-";"Liten_bil";472655;515769;91,64
2017-05-01;"Kroppan bru";"KROP-";"Stor_bil";35849;515769;6,95
2017-05-01;"Kroppan bru";"KROP-";"Ukjent";7265;515769;1,41
2017-05-01;"Landbruksvegen";"LANDB";"Liten_bil";142647;148383;96,13
2017-05-01;"Landbruksvegen";"LANDB";"Stor_bil";3938;148383;2,65
2017-05-01;"Landbruksvegen";"LANDB";"Ukjent";1798;148383;1,21
2017-05-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";69654;75690;92,03
2017-05-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";4728;75690;6,25
2017-05-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";1308;75690;1,73
2017-05-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";339903;353848;96,06
2017-05-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";8381;353848;2,37
2017-05-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";5564;353848;1,57
2017-05-01;"Ranheim";"RANH-";"Liten_bil";546373;607944;89,87
2017-05-01;"Ranheim";"RANH-";"Stor_bil";55313;607944;9,1
2017-05-01;"Ranheim";"RANH-";"Ukjent";6258;607944;1,03
2017-05-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";715494;768264;93,13
2017-05-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";44729;768264;5,82
2017-05-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";8041;768264;1,05
2017-05-01;"Tempeveien";"TEMPE";"Liten_bil";110646;122013;90,68
2017-05-01;"Tempeveien";"TEMPE";"Stor_bil";8869;122013;7,27
2017-05-01;"Tempeveien";"TEMPE";"Ukjent";2498;122013;2,05
2017-05-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";414945;434030;95,6
2017-05-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";15980;434030;3,68
2017-05-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";3105;434030;0,72
2017-05-01;"Tillerbrua";"TILLB";"Liten_bil";11107;13538;82,04
2017-05-01;"Tillerbrua";"TILLB";"Stor_bil";1638;13538;12,1
2017-05-01;"Tillerbrua";"TILLB";"Ukjent";793;13538;5,86
2017-05-01;"Tungasletta";"TUNGA";"Liten_bil";236374;250449;94,38
2017-05-01;"Tungasletta";"TUNGA";"Stor_bil";10527;250449;4,2
2017-05-01;"Tungasletta";"TUNGA";"Ukjent";3548;250449;1,42
2017-05-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";288385;316494;91,12
2017-05-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";11604;316494;3,67
2017-05-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";16505;316494;5,21
2017-06-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";286078;315761;90,6
2017-06-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";25431;315761;8,05
2017-06-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";4252;315761;1,35
2017-06-01;"Bratsbergveien";"BRATS";"Liten_bil";196119;211121;92,89
2017-06-01;"Bratsbergveien";"BRATS";"Stor_bil";12394;211121;5,87
2017-06-01;"Bratsbergveien";"BRATS";"Ukjent";2608;211121;1,24
2017-06-01;"Byåsveien";"BYÅSV";"Liten_bil";298549;316467;94,34
2017-06-01;"Byåsveien";"BYÅSV";"Stor_bil";12150;316467;3,84
2017-06-01;"Byåsveien";"BYÅSV";"Ukjent";5768;316467;1,82
2017-06-01;"Bøckmans veg";"BØCKM";"Liten_bil";157367;161581;97,39
2017-06-01;"Bøckmans veg";"BØCKM";"Stor_bil";3240;161581;2,01
2017-06-01;"Bøckmans veg";"BØCKM";"Ukjent";974;161581;0,6
2017-06-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";191253;228646;83,65
2017-06-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";34222;228646;14,97
2017-06-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";3171;228646;1,39
2017-06-01;"Gamle Oslovei";"GAMLE";"Liten_bil";121448;127081;95,57
2017-06-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4609;127081;3,63
2017-06-01;"Gamle Oslovei";"GAMLE";"Ukjent";1024;127081;0,81
2017-06-01;"Haakon VII s gt ";"H-VII";"Liten_bil";373548;391542;95,4
2017-06-01;"Haakon VII s gt ";"H-VII";"Stor_bil";12312;391542;3,14
2017-06-01;"Haakon VII s gt ";"H-VII";"Ukjent";5682;391542;1,45
2017-06-01;"Klett - E6";"KLETT-E6";"Liten_bil";709173;795887;89,1
